timestamps,open,high,low,close,volume,amount
2025-06-30,201.39711462840114,206.76079706763053,198.65545787730727,204.5475311279297,91912800,18800536319.055176
2025-07-01,206.04299395149746,209.55231908550664,205.51460310500556,207.18951416015625,78788900,16324233912.213135
2025-07-02,208.2761972389462,212.69274987948137,207.5085290616707,211.7954864501953,67941800,14389766581.30188
2025-07-03,211.5063683517463,213.9987837940836,211.16740350258758,212.90213012695312,34955800,7442164280.291748
2025-07-07,212.03474730839852,215.57398008038285,208.16652910348648,209.3130340576172,50229000,10513584387.680054
2025-07-08,209.46258702266434,210.78853856973336,207.81758380403343,209.3728485107422,42848900,8971396248.55194
2025-07-09,208.8943192909964,210.6888614301138,206.59132988433592,210.4994354248047,48749400,10261721177.297974
2025-07-10,209.87133445003573,212.83232507172787,209.39279496736208,211.7655792236328,44443600,9411624696.783447
2025-07-11,209.93115706069412,211.48642172848318,209.22330444266433,210.5193634033203,39765800,8371470901.223755
2025-07-14,209.29309904361602,210.27013683517245,206.91035052542594,207.98707580566406,38840100,8078238822.999573
2025-07-15,208.5852528191871,211.24715053377864,208.28615994072268,208.4755859375,42296300,8817745925.488281
2025-07-16,209.6619745482938,211.75559423754484,208.00700716596054,209.52239990234375,47490500,9950323532.562256
2025-07-17,209.93117746335784,211.1574416148312,208.95413964633332,209.38284301757812,48068100,10064635436.453247
2025-07-18,210.23024956462245,211.1474566075158,209.06380098140497,210.539306640625,48974600,10311078327.001953
2025-07-21,211.45652088357517,215.12534891613055,210.98794558852114,211.83535766601562,51377400,10883549904.949951
2025-07-22,212.49337032996837,214.29787667610697,211.5861274580158,213.74954223632812,46404100,9918855132.888794
2025-07-23,214.3477172095632,214.4972560435483,211.76557859278188,213.5002899169922,46989300,10032229172.996521
2025-07-24,213.25105536667797,215.03563331063384,212.8821827557749,213.11148071289062,46022600,9807944432.25708
2025-07-25,214.04862920984866,214.58699944946258,212.7525701732737,213.2311248779297,40268800,8586561521.484375
2025-07-28,213.3806606658472,214.19818019857897,212.41360229785764,213.40060424804688,37858000,8078920075.622559
2025-07-29,213.53018805628847,214.15828155569844,210.18039662608902,210.6290283203125,51411700,10828796415.29541
2025-07-30,211.25711581327238,211.74563469104578,207.0898047125579,208.415771484375,45512500,9485522799.682617
2025-07-31,207.85746883247032,209.2033639475293,206.5315020865265,206.9402618408203,80698400,16699748026.135254
2025-08-01,210.23023901853355,212.93202387361222,200.88867142379772,201.76600646972656,104434500,21071332002.66266
2025-08-04,203.8895472057539,207.24933356384108,201.06813110178,202.7330780029297,75109300,15227139575.645447
2025-08-05,202.78290655256814,204.71702329589334,201.54667827641916,202.3043670654297,44155100,8932769558.210754
2025-08-06,205.00615029681612,214.72657006985978,204.96626313259566,212.60302734375,108483100,23063835475.634766
2025-08-07,218.2159523061407,220.1799768073744,215.92292715514498,219.36245727539062,90224800,19791933835.180664
2025-08-08,220.16003429974123,230.29917810781973,218.58482597462978,228.65419006347656,113854000,26033194155.48706
2025-08-11,227.4864157407103,229.12329528601256,224.3324234952035,226.74781799316406,61806100,14014398313.667297
2025-08-12,227.57622481823222,230.36092560837628,226.63802588155738,229.21310424804688,55626200,12750253979.522705
2025-08-13,230.6304284784954,234.55294488479396,229.99163136972763,232.88612365722656,69878500,16273732991.981506
2025-08-14,233.61473725595164,234.67271834509882,230.41085227691244,232.33717346191406,51916300,12062086398.600769
2025-08-15,233.5548328767578,233.834298979768,228.9036945156081,231.1494140625,56038700,12953312669.824219
2025-08-18,231.2592012143754,232.67649791960375,229.6722297518056,230.45074462890625,37476200,8636418195.861816
2025-08-19,230.84001516813981,232.42698672077375,228.9136940815642,230.1213836669922,39402600,9067380832.077026
2025-08-20,229.54248102593337,230.0315543310328,225.3404986724704,225.5800323486328,42263900,9533891929.179382
2025-08-21,225.8395414786139,226.08906587116957,223.3542730460458,224.47213745117188,30621200,6873606215.319824
2025-08-22,225.73973438952316,228.65417758009713,224.98118568943215,227.3267059326172,42477800,9656338349.264526
2025-08-25,226.0491451945495,228.86378779922748,225.79962078901826,226.7278594970703,30983100,7024731943.583679
2025-08-26,226.43840339540802,229.0534295301293,224.26255788237486,228.87376403808594,54575100,12490808559.754944
2025-08-27,228.17510050695543,230.46073738560713,227.82576024347395,230.05152893066406,31259500,7191295768.608093
2025-08-28,230.3809040856524,232.9659733126178,228.90370861616245,232.11758422851562,38074700,8837807384.225464
2025-08-29,232.0676707602769,232.9360260407387,230.92984008944924,231.69837951660156,39418400,9133179403.137207
2025-09-02,228.81388239599917,230.4108447009183,226.53822101083426,229.28298950195312,44075600,10105785332.092285
2025-09-03,236.75874463665696,238.395624134605,233.9141603097862,238.01634216308594,66427800,15810901973.94104
